OTU	pident	title	genus	species
Otu08725	99.556	Megasphaera elsdenii	Megasphaera	elsdenii
Otu08729	94.071	[Clostridium] polysaccharolyticum	[Clostridium]	polysaccharolyticum
Otu08731	93.254	Terrisporobacter mayombei	Terrisporobacter	mayombei
Otu08733	94.882	Blautia stercoris	Blautia	stercoris
Otu08734	98.104	Slackia isoflavoniconvertens	Slackia	isoflavoniconvertens
Otu08735	95.902	Roseburia faecis	Roseburia	faecis
Otu08736	100	Waddlia chondrophila	Waddlia	chondrophila
Otu08740	93.976	Selenomonas ruminantium	Selenomonas	ruminantium
Otu08741	96.094	Blautia faecis	Blautia	faecis
Otu08743	94.882	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu08744	96.063	Prevotella copri	Prevotella	copri
Otu08745	96.234	Lactobacillus leichmannii	Lactobacillus	leichmannii
Otu08746	99.206	Coriobacterium glomerans	Coriobacterium	glomerans
Otu08749	96.471	Selenomonas bovis	Selenomonas	bovis
Otu08750	94.862	Anaerobium acetethylicum	Anaerobium	acetethylicum
Otu08760	95.062	Mitsuokella multacida	Mitsuokella	multacida
Otu08762	96.429	Eubacterium pyruvativorans	Eubacterium	pyruvativorans
Otu08763	93.701	Mediterranea massiliensis	Mediterranea	massiliensis
Otu08764	93.625	[Eubacterium] rectale	[Eubacterium]	rectale
Otu08767	94.561	Blautia faecis	Blautia	faecis
Otu08768	94.466	Prevotella oris	Prevotella	oris
Otu08772	93.651	Enterorhabdus muris	Enterorhabdus	muris
Otu08778	95.257	Kineothrix alysoides	Kineothrix	alysoides
Otu08781	93.701	Blautia luti	Blautia	luti
Otu08788	99.138	Mailhella massiliensis	Mailhella	massiliensis
Otu08790	94.466	[Eubacterium] hallii	[Eubacterium]	hallii
Otu08791	96.047	Anaerobiospirillum succiniciproducens	Anaerobiospirillum	succiniciproducens
Otu08794	95.257	[Clostridium] amygdalinum	[Clostridium]	amygdalinum
Otu08796	94.862	Ruminococcus faecis	Ruminococcus	faecis
Otu08798	94.068	Blautia caecimuris	Blautia	caecimuris
Otu08799	94.071	[Clostridium] viride	[Clostridium]	viride
Otu08803	99.567	Bacteroides thetaiotaomicron	Bacteroides	thetaiotaomicron
Otu08804	98.024	Treponema succinifaciens	Treponema	succinifaciens
Otu08806	95.868	Clostridium saudiense	Clostridium	saudiense
Otu08807	94.779	[Eubacterium] rectale	[Eubacterium]	rectale
Otu08808	95.669	Faecalicatena orotica	Faecalicatena	orotica
Otu08809	94.071	Prevotella copri	Prevotella	copri
Otu08811	95.816	Clostridium bornimense	Clostridium	bornimense
Otu08819	95	Blautia luti	Blautia	luti
Otu08824	94.882	[Eubacterium] eligens	[Eubacterium]	eligens
Otu08826	97.908	Clostridium butyricum	Clostridium	butyricum
Otu08830	99.606	Treponema succinifaciens	Treponema	succinifaciens
Otu08834	95.257	Prevotella stercorea	Prevotella	stercorea
Otu08837	94.488	Blautia hominis	Blautia	hominis
Otu08841	94.466	Prevotella copri	Prevotella	copri
Otu08842	93.651	Olsenella uli	Olsenella	uli
Otu08853	96.957	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu08854	98.723	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu08858	96.063	Lachnospira multipara	Lachnospira	multipara
Otu08860	94	Blautia faecicola	Blautia	faecicola
Otu08861	99.605	Sphingobium chungangianum	Sphingobium	chungangianum
Otu08864	93.2	Kofleria flava	Kofleria	flava
Otu08869	95.238	Mitsuokella multacida	Mitsuokella	multacida
Otu08874	93.281	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu08875	93.676	Labilithrix luteola	Labilithrix	luteola
Otu08878	96.838	Trichococcus ilyis	Trichococcus	ilyis
Otu08880	100	Pseudaeromonas pectinilytica	Pseudaeromonas	pectinilytica
Otu08884	96.063	Acholeplasma morum	Acholeplasma	morum
Otu08888	93.676	Solirubrobacter phytolaccae	Solirubrobacter	phytolaccae
Otu08889	96.838	Phenylobacterium mobile	Phenylobacterium	mobile
Otu08890	100	Lactobacillus fermentum	Lactobacillus	fermentum
Otu08894	97.233	Flavobacterium branchiophilum	Flavobacterium	branchiophilum
Otu08902	94.821	Methanosphaera stadtmanae	Methanosphaera	stadtmanae
Otu08907	95.257	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu08908	95.669	Methanobrevibacter millerae	Methanobrevibacter	millerae
Otu08911	99.605	Flavonifractor plautii	Flavonifractor	plautii
Otu08920	95.582	Streptococcus hyointestinalis	Streptococcus	hyointestinalis
Otu08925	100	Anaerosalibacter bizertensis	Anaerosalibacter	bizertensis
Otu08926	94.862	Flintibacter butyricus	Flintibacter	butyricus
Otu08930	95.652	[Clostridium] leptum	[Clostridium]	leptum
Otu08931	100	Paenochrobactrum pullorum	Paenochrobactrum	pullorum
Otu08937	98.739	Actinobacillus indolicus	Actinobacillus	indolicus
Otu08939	97.222	Sedimentibacter hongkongensis	Sedimentibacter	hongkongensis
Otu08941	94.8	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu08944	94.071	[Clostridium] amygdalinum	[Clostridium]	amygdalinum
Otu08945	94.902	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu08947	94.118	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu08948	97.6	Anaerofustis stercorihominis	Anaerofustis	stercorihominis
Otu08949	96.047	Acidiphilium acidophilum	Acidiphilium	acidophilum
Otu08950	96.047	Nitrososphaera viennensis	Nitrososphaera	viennensis
Otu08956	94.466	Ruminiclostridium cellulolyticum	Ruminiclostridium	cellulolyticum
Otu08968	94.488	Occallatibacter riparius	Occallatibacter	riparius
Otu08971	95.652	Stenotrophobacter terrae	Stenotrophobacter	terrae
Otu08972	97.628	Gemmata massiliana	Gemmata	massiliana
Otu08973	93.625	Ruminococcus faecis	Ruminococcus	faecis
Otu08980	95.397	Kineothrix alysoides	Kineothrix	alysoides
Otu08983	97.233	Geodermatophilus pulveris	Geodermatophilus	pulveris
Otu08985	95.652	Alistipes finegoldii	Alistipes	finegoldii
Otu08989	93.676	Prevotella stercorea	Prevotella	stercorea
Otu08990	98.333	Pedobacter metabolipauper	Pedobacter	metabolipauper
Otu08994	94.048	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09005	93.307	Gemmatimonas phototrophica	Gemmatimonas	phototrophica
Otu09008	94.488	Prevotella jejuni	Prevotella	jejuni
Otu09017	95.652	Polyangium sorediatum	Polyangium	sorediatum
Otu09020	94.071	Vitiosangium cumulatum	Vitiosangium	cumulatum
Otu09022	99.605	Quadrisphaera granulorum	Quadrisphaera	granulorum
Otu09027	100	Gordonia alkaliphila	Gordonia	alkaliphila
Otu09028	96.838	Cyanobium gracile	Cyanobium	gracile
Otu09033	94.071	Planococcus versutus	Planococcus	versutus
Otu09038	100	Psychrobacter pulmonis	Psychrobacter	pulmonis
Otu09042	95.669	Pediococcus ethanolidurans	Pediococcus	ethanolidurans
Otu09043	98.419	Corticibacterium populi	Corticibacterium	populi
Otu09044	93.254	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu09046	100	Leucobacter margaritiformis	Leucobacter	margaritiformis
Otu09047	100	Jeotgalicoccus schoeneichii	Jeotgalicoccus	schoeneichii
Otu09048	96.838	Rurimicrobium arvi	Rurimicrobium	arvi
Otu09050	93.6	Ruminococcus lactaris	Ruminococcus	lactaris
Otu09051	95.276	Miniimonas arenae	Miniimonas	arenae
Otu09052	95.669	Atopostipes suicloacalis	Atopostipes	suicloacalis
Otu09053	94.882	Bacteroides vulgatus	Bacteroides	vulgatus
Otu09060	93.2	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu09061	96.203	Veillonella criceti	Veillonella	criceti
Otu09070	98.824	Methanosphaera stadtmanae	Methanosphaera	stadtmanae
Otu09073	99.209	Victivallis vadensis	Victivallis	vadensis
Otu09076	95.257	Flavonifractor plautii	Flavonifractor	plautii
Otu09077	100	Rhodococcus sovatensis	Rhodococcus	sovatensis
Otu09081	98.828	Akkermansia muciniphila	Akkermansia	muciniphila
Otu09084	99.142	Methanobrevibacter olleyae	Methanobrevibacter	olleyae
Otu09086	96.443	Nordella oligomobilis	Nordella	oligomobilis
Otu09087	99.605	Campylobacter ureolyticus	Campylobacter	ureolyticus
Otu09090	93.281	Christensenella minuta	Christensenella	minuta
Otu09092	95.257	Mucibacter soli	Mucibacter	soli
Otu09094	94.841	Paludicola psychrotolerans	Paludicola	psychrotolerans
Otu09097	100	Psychrobacter sanguinis	Psychrobacter	sanguinis
Otu09098	99.605	Lactobacillus bifermentans	Lactobacillus	bifermentans
Otu09100	94.071	Anaerobium acetethylicum	Anaerobium	acetethylicum
Otu09103	98.031	Methanosarcina soligelidi	Methanosarcina	soligelidi
Otu09104	94.444	Tissierella creatinophila	Tissierella	creatinophila
Otu09106	95.652	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu09107	93.676	Prevotella paludivivens	Prevotella	paludivivens
Otu09108	95.833	Dorea longicatena	Dorea	longicatena
Otu09109	99.123	Methanobrevibacter smithii	Methanobrevibacter	smithii
Otu09114	94.466	Prevotella copri	Prevotella	copri
Otu09115	94.915	Anaerotaenia torta	Anaerotaenia	torta
Otu09117	96.838	Bifidobacterium pseudolongum	Bifidobacterium	pseudolongum
Otu09118	99.605	Flaviflexus salsibiostraticola	Flaviflexus	salsibiostraticola
Otu09119	94.466	Rurimicrobium arvi	Rurimicrobium	arvi
Otu09120	98.723	Streptococcus suis	Streptococcus	suis
Otu09123	99.213	Paludisphaera borealis	Paludisphaera	borealis
Otu09124	94.862	Clostridium septicum	Clostridium	septicum
Otu09129	93.701	Mogibacterium neglectum	Mogibacterium	neglectum
Otu09137	97.628	Campylobacter showae	Campylobacter	showae
Otu09138	94.492	Prevotella copri	Prevotella	copri
Otu09140	100	Lactococcus laudensis	Lactococcus	laudensis
Otu09145	93.976	Terrisporobacter petrolearius	Terrisporobacter	petrolearius
Otu09150	94.882	Blautia caecimuris	Blautia	caecimuris
Otu09151	99.206	Butyricimonas paravirosa	Butyricimonas	paravirosa
Otu09153	94.094	Porphyromonas cangingivalis	Porphyromonas	cangingivalis
Otu09155	100	Escherichia marmotae	Escherichia	marmotae
Otu09161	99.605	Lysobacter tolerans	Lysobacter	tolerans
Otu09167	96.4	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09176	99.209	Stenotrophomonas koreensis	Stenotrophomonas	koreensis
Otu09179	94.862	[Eubacterium] hallii	[Eubacterium]	hallii
Otu09183	93.701	Papillibacter cinnamivorans	Papillibacter	cinnamivorans
Otu09189	93.676	Dolosicoccus paucivorans	Dolosicoccus	paucivorans
Otu09191	93.676	[Clostridium] leptum	[Clostridium]	leptum
Otu09192	93.6	Hungateiclostridium straminisolvens	Hungateiclostridium	straminisolvens
Otu09193	94.466	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu09194	95.257	Flintibacter butyricus	Flintibacter	butyricus
Otu09196	98.419	Jeotgalibaca dankookensis	Jeotgalibaca	dankookensis
Otu09197	94.862	Mucilaginibacter litoreus	Mucilaginibacter	litoreus
Otu09198	93.676	Prevotella stercorea	Prevotella	stercorea
Otu09199	100	Megasphaera cerevisiae	Megasphaera	cerevisiae
Otu09200	98.814	Tonsilliphilus suis	Tonsilliphilus	suis
Otu09201	96.825	Urmitella timonensis	Urmitella	timonensis
Otu09202	96.063	Deinococcus malanensis	Deinococcus	malanensis
Otu09203	96.047	Howardella ureilytica	Howardella	ureilytica
Otu09206	97.619	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09209	95.763	Prevotella copri	Prevotella	copri
Otu09211	97.244	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu09213	98.814	Kingella negevensis	Kingella	negevensis
Otu09217	97.233	Lactobacillus kitasatonis	Lactobacillus	kitasatonis
Otu09218	93.307	Anaerostipes caccae	Anaerostipes	caccae
Otu09219	95.276	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu09220	98.039	Collinsella aerofaciens	Collinsella	aerofaciens
Otu09224	96.443	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu09227	94.979	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09228	95.257	Clostridium saudiense	Clostridium	saudiense
Otu09230	96.032	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09231	96.838	Slackia isoflavoniconvertens	Slackia	isoflavoniconvertens
Otu09232	98.305	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu09236	97.211	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09237	95.816	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09240	98.024	Treponema succinifaciens	Treponema	succinifaciens
Otu09241	99.206	Streptococcus periodonticum	Streptococcus	periodonticum
Otu09243	98.024	Butyricicoccus faecihominis	Butyricicoccus	faecihominis
Otu09246	98.413	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09247	99.576	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu09248	95.257	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu09249	94.071	[Eubacterium] rectale	[Eubacterium]	rectale
Otu09253	96.047	Treponema bryantii	Treponema	bryantii
Otu09255	97.619	Roseburia hominis	Roseburia	hominis
Otu09256	96.787	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu09263	97.951	Prevotella copri	Prevotella	copri
Otu09268	94.466	Fournierella massiliensis	Fournierella	massiliensis
Otu09277	96.063	Blautia luti	Blautia	luti
Otu09280	97.647	Ruminococcus bromii	Ruminococcus	bromii
Otu09281	93.307	Parabacteroides chongii	Parabacteroides	chongii
Otu09283	97.934	Gemmiger formicilis	Gemmiger	formicilis
Otu09286	97.531	Blautia luti	Blautia	luti
Otu09287	97.619	Romboutsia timonensis	Romboutsia	timonensis
Otu09288	95.652	[Clostridium] celerecrescens	[Clostridium]	celerecrescens
Otu09291	96.708	Catenibacterium mitsuokai	Catenibacterium	mitsuokai
Otu09295	96.457	Clostridium saudiense	Clostridium	saudiense
Otu09297	97.233	Roseburia inulinivorans	Roseburia	inulinivorans
Otu09298	97.177	Mitsuokella multacida	Mitsuokella	multacida
Otu09299	96.443	[Eubacterium] hallii	[Eubacterium]	hallii
Otu09300	94.071	Roseburia hominis	Roseburia	hominis
Otu09304	98.805	Gemmiger formicilis	Gemmiger	formicilis
Otu09307	98.819	Bifidobacterium adolescentis	Bifidobacterium	adolescentis
Otu09308	96.457	Falcatimonas natans	Falcatimonas	natans
Otu09309	96.825	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09310	98.438	Blautia obeum	Blautia	obeum
Otu09311	98.814	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09316	96.838	Subdoligranulum variabile	Subdoligranulum	variabile
Otu09318	94.51	Acutalibacter muris	Acutalibacter	muris
Otu09319	96.863	Prevotella copri	Prevotella	copri
Otu09320	97.6	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09321	97.131	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu09325	97.628	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu09328	94.071	Desulfovibrio piger	Desulfovibrio	piger
Otu09329	96.825	Blautia obeum	Blautia	obeum
Otu09330	95.257	Prevotella copri	Prevotella	copri
Otu09331	98.819	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu09332	97.222	Selenomonas bovis	Selenomonas	bovis
Otu09336	94.4	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu09337	98.431	Methanobrevibacter smithii	Methanobrevibacter	smithii
Otu09341	95.257	[Clostridium] amygdalinum	[Clostridium]	amygdalinum
Otu09342	98.031	Lactobacillus caviae	Lactobacillus	caviae
Otu09344	98.016	Selenomonas bovis	Selenomonas	bovis
Otu09347	98.438	Ruminococcus faecis	Ruminococcus	faecis
Otu09348	98.814	Methanosphaera stadtmanae	Methanosphaera	stadtmanae
Otu09349	98.047	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09351	98.413	Escherichia marmotae	Escherichia	marmotae
Otu09352	97.244	Blautia luti	Blautia	luti
Otu09353	96.443	Prevotella copri	Prevotella	copri
Otu09354	98.814	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09355	93.522	Ihubacter massiliensis	Ihubacter	massiliensis
Otu09356	93.676	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu09357	97.222	Kineothrix alysoides	Kineothrix	alysoides
Otu09361	96.047	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu09362	98.795	Clostridium butyricum	Clostridium	butyricum
Otu09372	99.197	Coprococcus comes	Coprococcus	comes
Otu09373	96.429	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09375	96.457	Ruminococcus bromii	Ruminococcus	bromii
Otu09377	97.571	Lactobacillus ultunensis	Lactobacillus	ultunensis
Otu09378	96.234	Prevotella copri	Prevotella	copri
Otu09381	95.257	Murimonas intestini	Murimonas	intestini
Otu09384	98.024	Collinsella aerofaciens	Collinsella	aerofaciens
Otu09385	97.628	Blautia faecicola	Blautia	faecicola
Otu09388	98.819	Prevotella copri	Prevotella	copri
Otu09390	98.814	Methanosphaera stadtmanae	Methanosphaera	stadtmanae
Otu09391	94.141	Ruminobacter amylophilus	Ruminobacter	amylophilus
Otu09392	95.635	Clostridium saudiense	Clostridium	saudiense
Otu09395	98	Collinsella aerofaciens	Collinsella	aerofaciens
Otu09398	93.359	Ruminobacter amylophilus	Ruminobacter	amylophilus
Otu09399	98.419	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09400	98.431	Treponema porcinum	Treponema	porcinum
Otu09401	94.466	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu09402	97.131	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09404	99.58	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu09405	98.824	Subdoligranulum variabile	Subdoligranulum	variabile
Otu09407	96.047	Prevotella stercorea	Prevotella	stercorea
Otu09410	94.902	Olsenella uli	Olsenella	uli
Otu09411	98.039	Olsenella scatoligenes	Olsenella	scatoligenes
Otu09414	96.8	Roseburia intestinalis	Roseburia	intestinalis
Otu09417	94.758	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu09420	97.628	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09421	97.233	Lactobacillus leichmannii	Lactobacillus	leichmannii
Otu09422	95.635	Clostridium saudiense	Clostridium	saudiense
Otu09424	95.816	Anaerocolumna cellulosilytica	Anaerocolumna	cellulosilytica
Otu09427	99.58	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09430	98.024	Selenomonas bovis	Selenomonas	bovis
Otu09431	98.81	Olsenella uli	Olsenella	uli
Otu09432	97.233	Blautia faecicola	Blautia	faecicola
Otu09433	96.016	Prevotella copri	Prevotella	copri
Otu09434	96.443	[Eubacterium] hallii	[Eubacterium]	hallii
Otu09436	98.8	Blautia wexlerae	Blautia	wexlerae
Otu09439	98.425	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09440	98.031	Blautia faecicola	Blautia	faecicola
Otu09441	96.032	Gemmiger formicilis	Gemmiger	formicilis
Otu09443	98.394	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09445	94.8	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu09451	96.813	[Eubacterium] rectale	[Eubacterium]	rectale
Otu09454	98.431	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09456	97.189	Dorea formicigenerans	Dorea	formicigenerans
Otu09457	96.016	Propionispira arcuata	Propionispira	arcuata
Otu09458	96.443	Propionispira arcuata	Propionispira	arcuata
Otu09460	94.882	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu09461	98.814	Methanobrevibacter smithii	Methanobrevibacter	smithii
Otu09463	98.387	Subdoligranulum variabile	Subdoligranulum	variabile
Otu09467	94.882	[Eubacterium] rectale	[Eubacterium]	rectale
Otu09468	97.166	Veillonella dispar	Veillonella	dispar
Otu09470	93.701	Oribacterium sinus	Oribacterium	sinus
Otu09471	98.024	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu09476	96.443	Prevotella copri	Prevotella	copri
Otu09477	95.652	Prevotella stercorea	Prevotella	stercorea
Otu09478	96.694	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu09480	96.429	Mitsuokella jalaludinii	Mitsuokella	jalaludinii
Otu09484	93.701	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu09485	98.814	Streptococcus hyointestinalis	Streptococcus	hyointestinalis
Otu09487	93.033	Schwartzia succinivorans	Schwartzia	succinivorans
Otu09488	98.819	Selenomonas bovis	Selenomonas	bovis
Otu09489	94.862	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu09490	96.063	Selenomonas bovis	Selenomonas	bovis
Otu09491	94.466	Muricomes intestini	Muricomes	intestini
Otu09492	96.85	Coprococcus catus	Coprococcus	catus
Otu09494	98.031	Coprococcus catus	Coprococcus	catus
Otu09495	95.238	Aminipila butyrica	Aminipila	butyrica
Otu09496	95.652	Herbinix luporum	Herbinix	luporum
Otu09497	96.443	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu09498	98.024	Treponema berlinense	Treponema	berlinense
Otu09500	97.458	Mitsuokella multacida	Mitsuokella	multacida
Otu09503	98.814	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09513	98.425	Methanobrevibacter millerae	Methanobrevibacter	millerae
Otu09514	95.238	Propionispira arcuata	Propionispira	arcuata
Otu09515	93.307	Oscillibacter valericigenes	Oscillibacter	valericigenes
Otu09517	98.431	Lactobacillus mucosae	Lactobacillus	mucosae
Otu09518	98.824	Butyricicoccus faecihominis	Butyricicoccus	faecihominis
Otu09519	95.257	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu09520	97.233	Prevotella copri	Prevotella	copri
Otu09522	95.984	Mitsuokella multacida	Mitsuokella	multacida
Otu09523	95.257	Colidextribacter massiliensis	Colidextribacter	massiliensis
Otu09524	96.838	Murimonas intestini	Murimonas	intestini
Otu09529	93.281	[Eubacterium] eligens	[Eubacterium]	eligens
Otu09530	93.333	Prevotella multisaccharivorax	Prevotella	multisaccharivorax
Otu09533	93.676	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu09534	97.244	Coprococcus catus	Coprococcus	catus
Otu09538	96.457	Herbinix luporum	Herbinix	luporum
Otu09543	96.386	Propionispira arcuata	Propionispira	arcuata
Otu09545	94.444	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu09548	98.024	Prevotella copri	Prevotella	copri
Otu09549	96.838	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09550	99.18	Selenomonas ruminantium	Selenomonas	ruminantium
Otu09551	94.862	Prevotella copri	Prevotella	copri
Otu09553	98.374	Roseburia hominis	Roseburia	hominis
Otu09555	96.443	Treponema bryantii	Treponema	bryantii
Otu09556	96.047	Gemmiger formicilis	Gemmiger	formicilis
Otu09557	93.725	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu09558	94.141	Blautia faecis	Blautia	faecis
Otu09560	96.838	Blautia wexlerae	Blautia	wexlerae
Otu09561	95.669	Prevotella copri	Prevotella	copri
Otu09564	95.669	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu09565	93.676	Marvinbryantia formatexigens	Marvinbryantia	formatexigens
Otu09566	98.438	Prevotella copri	Prevotella	copri
Otu09567	94.758	Clostridium saudiense	Clostridium	saudiense
Otu09568	97.934	Mitsuokella multacida	Mitsuokella	multacida
Otu09570	96.863	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09572	98.419	Subdoligranulum variabile	Subdoligranulum	variabile
Otu09573	95.294	Olsenella uli	Olsenella	uli
Otu09574	96.838	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09575	94.606	Aminipila butyrica	Aminipila	butyrica
Otu09576	93.117	[Clostridium] viride	[Clostridium]	viride
Otu09578	95.51	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu09581	96.311	Prevotella stercorea	Prevotella	stercorea
Otu09584	97.628	Roseburia faecis	Roseburia	faecis
Otu09585	97.2	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu09586	94.466	Parasporobacterium paucivorans	Parasporobacterium	paucivorans
Otu09588	96.047	Propionispira arcuata	Propionispira	arcuata
Otu09589	95.652	Olsenella uli	Olsenella	uli
Otu09591	98.367	Methanobrevibacter wolinii	Methanobrevibacter	wolinii
Otu09592	94.8	Blautia faecicola	Blautia	faecicola
Otu09594	96.85	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu09595	95.257	Prevotella copri	Prevotella	copri
Otu09597	93.281	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu09598	94.118	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu09604	99.19	Fournierella massiliensis	Fournierella	massiliensis
Otu09606	96.047	Treponema bryantii	Treponema	bryantii
Otu09608	94.071	Kineothrix alysoides	Kineothrix	alysoides
Otu09610	95.703	Prevotella copri	Prevotella	copri
Otu09613	97.628	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu09616	96.443	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu09617	99.153	Prevotella copri	Prevotella	copri
Otu09619	97.095	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu09620	95.312	Pseudobutyrivibrio ruminis	Pseudobutyrivibrio	ruminis
Otu09621	94.466	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu09623	93.676	Mogibacterium neglectum	Mogibacterium	neglectum
Otu09624	95.951	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu09626	98.425	Streptococcus hyointestinalis	Streptococcus	hyointestinalis
Otu09630	98.024	Blautia wexlerae	Blautia	wexlerae
Otu09631	98.024	Butyricicoccus faecihominis	Butyricicoccus	faecihominis
Otu09632	98.745	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu09634	96.863	Ruminococcus lactaris	Ruminococcus	lactaris
Otu09638	97.255	Prevotella copri	Prevotella	copri
Otu09641	97.6	Butyrivibrio crossotus	Butyrivibrio	crossotus
Otu09642	99.209	Blautia faecis	Blautia	faecis
Otu09643	94.862	[Eubacterium] hallii	[Eubacterium]	hallii
Otu09646	94.142	Kineothrix alysoides	Kineothrix	alysoides
Otu09650	94.882	[Clostridium] lavalense	[Clostridium]	lavalense
Otu09651	94.488	Anaerostipes hadrus	Anaerostipes	hadrus
Otu09653	98.031	Lactobacillus leichmannii	Lactobacillus	leichmannii
Otu09654	97.628	Ruminococcus faecis	Ruminococcus	faecis
Otu09655	96.047	[Eubacterium] hallii	[Eubacterium]	hallii
Otu09656	93.307	Ruminococcus champanellensis	Ruminococcus	champanellensis
Otu09657	98.406	Collinsella aerofaciens	Collinsella	aerofaciens
Otu09658	98.354	Anaerostipes hadrus	Anaerostipes	hadrus
Otu09659	98.649	Prevotella copri	Prevotella	copri
Otu09661	93.625	Oribacterium sinus	Oribacterium	sinus
Otu09662	96.234	Prevotella copri	Prevotella	copri
Otu09664	97.143	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu09667	95.652	[Clostridium] amygdalinum	[Clostridium]	amygdalinum
Otu09677	98.425	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09678	100	Waddlia chondrophila	Waddlia	chondrophila
Otu09679	94.094	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu09681	97.628	Selenomonas bovis	Selenomonas	bovis
